,artista,listeners,playcount,biografia,artistas_similares
579,Måneskin,1402986,73931486,"Måneskin (Italian pronunciation: ˈmɔːneskin, Danish: ˈmɔːnəˌske̝nˀ, Danish for 'moonshine' or 'moonlight') is an Italian glam rock and funk rock band from Rome, consisting of lead vocalist Damiano David, bassist Victoria De Angelis, guitarist Thomas Raggi, and drummer Ethan Torchio. 
The band rose to fame after finishing second in the eleventh season of the Italian talent show X Factor in 2017. Måneskin won the Sanremo Music Festival 2021 and the Eurovision Song Contest 2021 with the song ZITTI E BUONI  (lit. 'Shut up and behave'). <a href=""https://www.last.fm/music/M%C3%A5neskin"">Read more on Last.fm</a>","['Palaye Royale', 'Mahmood', 'Marco Mengoni', 'Nothing But Thieves']"
580,Royel Otis,563660,8188792,"Dream pop duo Royel Otis is the brainchild of Otis Pavlovic and Royel Maddell. After living in New York for a few years, Royel returned home broke and started working in a bar, where he met Otis fresh out of school. After hanging around on a night out with friends, Otis showed Royel some of the demos he had been working on. Royel took them home and started matching with guitars and some Fat Boy Slim samples he stole during his time in NYC.

The two started having weekly catch upsand churning out tunes in Roy’s Bondi Beach sunroom <a href=""https://www.last.fm/music/Royel+Otis"">Read more on Last.fm</a>","['Spacey Jane', 'BBY', 'Lime Cordiale', 'The Rions']"
581,Phil Wickham,200309,4969458,"Phil Wickham is a Contemporary Christian music vocalist/songwriter and guitarist from California. Since 2003, Phil has launched more than a dozen releases, including: Give You My World (2003), a self-titled album (2006), Cannons (2007), Singalong(2008), Heaven and Earth(2009), Response(2011), Singalong 2 (2012), The Ascension (2013), Singalong 3 (2015), Children of God (2016), Living Hope (2018), Hymn of Heaven (2021) and I Believe (2023).

Born in Orange County, Phil Wickham is the son of the well-known worship leader John Wickham. <a href=""https://www.last.fm/music/Phil+Wickham"">Read more on Last.fm</a>","['Elevation Worship', 'Chris Tomlin', 'Cody Carnes', 'Brandon Lake']"
582,maretu,245692,7840045,"MARETU, also known as Gokuaku-P (極悪P) is a VOCALOID producer. His songs usually show rock and dubstep influences. <a href=""https://www.last.fm/music/maretu"">Read more on Last.fm</a>","['きくお', 'ぐちり', 'Kairikibear', 'Kairiki Bear']"
583,Daughtry,1413551,31864587,"Daughtry is an American rock band formed and fronted by namesake Chris Daughtry, who was a finalist on the fifth season of American Idol. Their self-titled debut album was released in November 2006 and reached number one on the Billboard 200. The album went on to sell more than four million copies in the United States, and has been certified quadruple platinum by the RIAA. Daughtry was also named the best selling album of 2007 by Billboard, becoming the fastest-selling debut rock album in Soundscan history. <a href=""https://www.last.fm/music/Daughtry"">Read more on Last.fm</a>","['David Cook', 'Lifehouse', 'Hinder', '3 Doors Down']"
584,Crowder,63287,1105136,"Crowder (David Wallace Crowder, bornNovember 29, 1971) is an American Christian folktronica musician. He was the lead singer in the now defunct David Crowder Band and has been using known the stage name Crowder since 2012.

After over a decade of making music with the David Crowder Band, David Crowder is now embarking on a new musical journey as a solo artist, under the name Crowder. “I am thrilled to announce a new album coming out under the name Crowder,” the singer explains. “I’ve never been more excited about a batch of songs!”  <a href=""https://www.last.fm/music/Crowder"">Read more on Last.fm</a>","['MercyMe', 'Zach Williams', 'We Are Messengers', 'Matt Maher']"
585,Rawayana,84220,2056542,"Rawayana is a band formed in Caracas, Venezuela. Line up: BetoMonte (vocals, guitars). Tony (bass, chorus). Abeja. (guitars, chorus). Ro-ro. (drums, chorus). Toño (latin percussion). It's a mix of many genres like reggae, rock and acoustic. And make all the people dance to their music. It's made with love and for everybody! <a href=""https://www.last.fm/music/Rawayana"">Read more on Last.fm</a>","['VINILOVERSUS', 'Los Mesoneros', 'Cultura Profética', 'Caramelos de Cianuro']"
586,Portugal. The Man,1685630,53832711,"Portugal. The Man is an experimental indie rock  band from Wasilla, Alaska (formed in 2004), but currenly based in Portland, Oregon, USA. The band's line-up currently consists of singer/guitarist John Gourley and bassist Zach Carothers (both formerly of Anatomy Of A Ghost), Gourley's wife Zoe Manville (backup vocals/percussion), guitarist Eric Howk, drummer Jason Sechrist, and keyboardist Kyle O'Quin (formerly of Gatsby's American Dream). The band has released nine studio albums (the latest being 2023's ""Chris Black Changed My Life"") <a href=""https://www.last.fm/music/Portugal.+The+Man"">Read more on Last.fm</a>","['Broken Bells', 'Sir Sly', 'Cold War Kids', 'Saint Motel']"
587,Colton Dixon,52454,862627,"Michael Colton Dixon (born October 19, 1991 in Murfreesboro, Tennessee, United States) is an American singer and a Top 13 finalist on the eleventh season of American Idol. 

Originally rising to fame as lead singer in the Christian rock band, Messenger, formed in 2010, he became a favorite during the early auditions of American Idol. Dixon auditioned in the tenth season, along with his sister Schyler, at the Nashville auditions. However, neither of them ended up in the Top 24. <a href=""https://www.last.fm/music/Colton+Dixon"">Read more on Last.fm</a>","['Jeremy Camp', 'Danny Gokey', 'MercyMe', 'TobyMac']"
588,Fall Out Boy,4181181,287954302,"Fall Out Boy are a pop punk band formed in 2001 in Glenview, Illinois after good friends Joe Trohman and Pete Wentz met high schooler Patrick Stump. Stump originally auditioned as a drummer, but soon became the lead singer. The following year, the band debuted with a self-released demo and followed it up with the May 28, 2002 release of Split EP, which featured Project Rocket, on Uprising Records. The group released a mini-LP, Evening Out With Your Girlfriend, also on Uprising Records, in 2003. <a href=""https://www.last.fm/music/Fall+Out+Boy"">Read more on Last.fm</a>","['Patrick Stump', 'Cobra Starship', 'The Academy Is...', 'Panic! at the Disco']"
589,Paramore,4426608,386198536,"Paramore is an alternative rock band formed in Franklin, Tennessee, United States in 2003. The band currently consists of Hayley Williams (vocals, keyboard), Taylor York (guitar) and Zac Farro (drums). They have released six studio albums: All We Know Is Falling, RIOT! , Brand New Eyes, their first Billboard 200 chart topper Paramore, After Laughter and their grammy winning sixth studio album This is Why .

Paramore, as a quartet, released their debut studio album, All We Know Is Falling, in 2005. <a href=""https://www.last.fm/music/Paramore"">Read more on Last.fm</a>","['Hayley Williams', 'Fall Out Boy', 'PVRIS', 'Tonight Alive']"
590,The Elovaters,26590,339174,"The Elovaters are a Boston-based American reggae group formed in 2014. <a href=""https://www.last.fm/music/The+Elovaters"">Read more on Last.fm</a>","['The Movement', 'DENM', 'Arise Roots', 'Stick Figure']"
591,Bring Me the Horizon,2265168,229793990,"Bring Me the Horizon, often known by the acronym BMTH, is a British deathcore/metalcore/alternative metal band formed in 2004 in Sheffield, South Yorkshire, by vocalist Oliver Sykes, drummer Matt Nicholls, bassist Matt Kean and guitarists Lee Malia and Curtis Ward.

The current lineup of the band consists of: Oliver ""Oli"" Sykes (lead vocals, keyboards and programming), Matt Nicholls (drums), Lee Malia (lead and rythm guitar), Matt Kean (bass) and touring member John Jones (rythm guitar and backing vocals). <a href=""https://www.last.fm/music/Bring+Me+the+Horizon"">Read more on Last.fm</a>","['Bad Omens', 'The Plot in You', 'Motionless in White', 'Architects']"
592,From Ashes to New,201205,5093260,"Alt/nu-metal band from Pennsylvania, formed by and centred around vocalist/guitarist Matt Brandyberry.

The idea behind From Ashes to New, was to do something fresh and meaningful. By taking every kind of music that influences them, FATN is able to create a sound that is not only refreshing but also makes you feel as if you've known it all along. With songs geared toward everyday struggles and uplifting lyrics in the direction of self betterment; From Ashes to New looks to capture the attention of listeners from all walks of music. <a href=""https://www.last.fm/music/From+Ashes+to+New"">Read more on Last.fm</a>","['Fight the Fade', 'Through Fire', 'From Fall to Spring', 'Zero 9:36']"
593,Hozier,2649017,181385460,"Andrew Hozier-Byrne (born 17 March 1990), known mononymously as Hozier, is an Irish musician and singer-songwriter from Bray, County Wicklow, Ireland. In 2013 he released his debut EP, featuring the hit single ""Take Me to Church"", and his second EP ""From Eden"" in 2014. His debut studio album, ""Hozier"", was released in Ireland in September 2014 and globally in October 2014.

Hozier was born in Bray, County Wicklow, Ireland.  His mother is the visual artist Raine Hozier-Byrne (who also designed his latest album cover). <a href=""https://www.last.fm/music/Hozier"">Read more on Last.fm</a>","['Noah Kahan', 'Lucy Dacus', 'Florence + the Machine', 'The Lumineers']"
594,Linkin Park,5668557,477731778,"Linkin Park is an American rock band from Agoura Hills, California. The band's current lineup comprises of vocalist/rhythm guitarist/keyboardist Mike Shinoda, lead guitarist Brad Delson, bassist Dave Farrell, DJ/turntablist Joe Hahn, drummer Colin Brittain, and lead vocalist Emily Armstrong. Shinoda, Delson, Farrell and Hahn are founding members. Vocalists Mark Wakefield, Chester Bennington & drummer Rob Bourdon are former members of the band. Categorized as alternative rock <a href=""https://www.last.fm/music/Linkin+Park"">Read more on Last.fm</a>","['Mike Shinoda', 'Dead by Sunrise', 'Jay-Z and Linkin Park', 'Grey Daze']"
595,Thomas Rhett,470164,11049416,"Thomas Rhett Akins, Jr. (born in Valdosta, Georgia) is an American country music singer known professionally as Thomas Rhett. He is the son of singer-songwriter Rhett Akins.[1]
Here is some background information on Thomas Rhett from the Something To Do With My Hands Songfacts. Thomas Rhett grew up in the music industry by means of his singer-songwriter father Rhett Akins. Whilst studying business and communications at Lipscomb University in Nashville, Rhett formed a cover band and began playing frat parties and other gigs they could get. <a href=""https://www.last.fm/music/Thomas+Rhett"">Read more on Last.fm</a>","['Jordan Davis', 'Dustin Lynch', 'Cole Swindell', 'Old Dominion']"
596,Tauren Wells,62457,1047773,"Tauren Gabriel Wells is an American Christian rock and pop artist and the former frontman for the American Christian pop rock band, Royal Tailor which produced two albums over a five-year career, which garnered two GRAMMY nominations and a New Artist of the Year award from the Gospel Music Association's Dove Awards. In 2014, Wells, along with his wife, launched the Prisma Worship Arts School, a private music academy with multiple locations in the Houston area. <a href=""https://www.last.fm/music/Tauren+Wells"">Read more on Last.fm</a>","['Jordan Feliz', 'Riley Clemmons', 'We the Kingdom', 'Crowder']"
597,Pierce The Veil,1404369,130145802,"Pierce the Veil was founded by Mike Fuentes and Vic Fuentes in 2006, after the disbandment of Before Today. The brothers continued to write songs together and eventually came up with enough material for a new full-length album. Still backed by their label, Equal Vision Records, they wrote and recorded an entire album on their own in Seattle, WA with Producer Casey Bates. The brothers released the album 'A Flair for the Dramatic' on June 26, 2007 under a new name: Pierce the Veil <a href=""https://www.last.fm/music/Pierce+The+Veil"">Read more on Last.fm</a>",[]
