,artista,listeners,playcount,biografia,artistas_similares
502,Alvaro Diaz,169564,11639915,"Jorge Álvaro Díaz Conocido como Álvaro Díaz y nacido en la isla de San Juan, Puerto Rico; es un joven publicista y rapero de 29 años de edad.

Comenzando desde chico su gusto por el Hip-Hop (el Rap en específico) Álvaro comienza su introducción a este género improvisando en pistas y grabando desde tiempo atrás. Casi 10 años tuvieron que pasar para que el joven rapero viera plasmado su trabajo en la calle, menos de 3 años activo con el proyecto y la música de Álvaro Díaz ya ha logrado posicionarse dentro del mercado latino <a href=""https://www.last.fm/music/Alvaro+Diaz"">Read more on Last.fm</a>","['Jhayco', 'ALVAR0 DAYS', 'Papi Sousa', 'Mora']"
503,ela minus,111128,1147600,"Colombia’s Gabriela Jimeno (aka Ela Minus) is a producer who performs with a small but powerful arsenal of electronic equipment. <a href=""https://www.last.fm/music/ela+minus"">Read more on Last.fm</a>",[]
504,Shakira,4014950,130591833,"Shakira Isabel Mebarak Ripoll is a Colombian singer. Born and raised in Barranquilla, She made her recording debut with Sony Music Colombia at the age of 13. Following the commercial failure of her first two albums, Magia (1991) and Peligro (1993), she rose to prominence in Hispanic countries with her next albums, Pies Descalzos (1995) and Dónde Están los Ladrones? (1998). She entered the English-language market with her fifth album, Laundry Service (2001), which sold over 13 million copies worldwide. <a href=""https://www.last.fm/music/Shakira"">Read more on Last.fm</a>","['Paulina Rubio', 'Karol G', 'Belinda', 'Thalía']"
505,Goth Babe,463883,8255165,"Griffin Washburn, better known by his music alias Goth Babe, is an indie pop artist that began his career in 2015 in Nashville, TN. The name comes from the song ""Goth Babe"" by the band Surf Curse.

Goth Babe began when Griffin Washburn started writing songs in his dorm room. In 2016, he moved beyond his bedroom, with twelve live shows in Tennessee. After pursuing music and modeling in New York City, he moved to the West Coast in 2017. Traveling around California and Oregon in his camper truck <a href=""https://www.last.fm/music/Goth+Babe"">Read more on Last.fm</a>","['Jaguar Sun', 'Far Caspian', 'Blood Cultures', 'Castlebeat']"
506,Kali Uchis,2276639,208181638,"Karly-Marina Loaiza, professionally known as Kali Uchis, is a Colombian-American singer-songwriter, record producer, music video director and fashion designer. She writes and produces most of her own music.

The stylistic range of left-field pop artist Kali Uchis is reflected in the variety of her collaborators – an extensive genre-crossing list that includes Tyler, the Creator, Gorillaz, Daniel Caesar, Juanes, and BadBadNotGood. A singer, songwriter <a href=""https://www.last.fm/music/Kali+Uchis"">Read more on Last.fm</a>","['SZA', 'Doja Cat', 'Victoria Monét', 'Omar Apollo']"
507,Becky G,1118640,19205851,"Rebbeca Marie Gomez, ""Becky G"", (born in Los Angeles, March 2nd 1997) is an American rapper and singer/songwriter. Her musical career began in 2009 when she joined a girl group called ""G.L.A.M."", then later joined another girl group called ""BCG"" however she'd previously made small modeling and acting appearances. Becky's career was kickstarted in 2011 when she posted a remake of Kanye West and Jay-Z's ""Otis"" to YouTube. The video never went viral, however it was discovered by major music producer Dr. <a href=""https://www.last.fm/music/Becky+G"">Read more on Last.fm</a>","['Natti Natasha', 'Karol G', 'Sofía Reyes', 'Danna Paola']"
508,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
509,Humbe,109841,4656853,"Humberto Rodríguez Terrazas mejor conocido cómo Humbe es un cantante y compositor mexicano conocido por temas cómo «El Poeta» y «Te Conocí En Japón». <a href=""https://www.last.fm/music/Humbe"">Read more on Last.fm</a>","['Kenia Os', 'Kevin Kaarl', 'Danna Paola', 'Jesse & Joy']"
510,Izaak,46324,539487,"Isaac Ortiz , mejor conocido como por su nombre artístico es iZaak, es un joven cantante y compositor boricua oriundo de Gurabo, Puerto Rico. Nació en el 1992. Ortiz comenzó a los tres (3) años a cantar en la Iglesia, ahí fue cuando descubrió su gran pasión por la música. <a href=""https://www.last.fm/music/Izaak"">Read more on Last.fm</a>","['Hades66', 'Super Yei', 'Ele A El Dominio', 'Chencho Corleone']"
511,J Balvin,1323637,44470117,"José Álvaro Osorio Balvin (born May 7, 1985), known professionally as J Balvin, is a Colombian reggaeton singer. Balvin was born in Medellín, Colombia, where he became interested in music at a young age. At age 17, he moved to the United States and learned English, which influenced the music he would make later. He then returned to Medellín and gained local popularity by performing at various clubs around the city.

Though his music is primarily reggaeton <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>","['Maluma', 'Nicky Jam', 'Ozuna', 'Bad Bunny']"
512,Alvaro Diaz,169564,11639915,"Jorge Álvaro Díaz Conocido como Álvaro Díaz y nacido en la isla de San Juan, Puerto Rico; es un joven publicista y rapero de 29 años de edad.

Comenzando desde chico su gusto por el Hip-Hop (el Rap en específico) Álvaro comienza su introducción a este género improvisando en pistas y grabando desde tiempo atrás. Casi 10 años tuvieron que pasar para que el joven rapero viera plasmado su trabajo en la calle, menos de 3 años activo con el proyecto y la música de Álvaro Díaz ya ha logrado posicionarse dentro del mercado latino <a href=""https://www.last.fm/music/Alvaro+Diaz"">Read more on Last.fm</a>","['Jhayco', 'ALVAR0 DAYS', 'Papi Sousa', 'Mora']"
513,Becky G,1118640,19205851,"Rebbeca Marie Gomez, ""Becky G"", (born in Los Angeles, March 2nd 1997) is an American rapper and singer/songwriter. Her musical career began in 2009 when she joined a girl group called ""G.L.A.M."", then later joined another girl group called ""BCG"" however she'd previously made small modeling and acting appearances. Becky's career was kickstarted in 2011 when she posted a remake of Kanye West and Jay-Z's ""Otis"" to YouTube. The video never went viral, however it was discovered by major music producer Dr. <a href=""https://www.last.fm/music/Becky+G"">Read more on Last.fm</a>","['Natti Natasha', 'Karol G', 'Sofía Reyes', 'Danna Paola']"
514,Feid,439072,36882187,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>","['Mora', 'Jhayco', 'Myke Towers', 'Rauw Alejandro']"
515,¿Téo?,419924,4941680,"Back with another stunning song is multi-talented artist ¿Téo?, making his 2020 entrance with the genre-fluid tune “UNI2”. Fresh from supporting Jaden and Willow Smith, ¿Téo?’s new track showcases raw talent and enticing vocals over a Latin-style trap beat. The multi-lingual artist showcases his love and appreciation for his international background with this hit, blending Spanish and English lyrics for a global vibe.

Having already had <a href=""https://www.last.fm/music/%C2%BFT%C3%A9o%3F"">Read more on Last.fm</a>","['Jaden', 'Wesley Joseph', 'PawPaw Rod', 'DUCKWRTH']"
516,Feid,439072,36882187,"Salomón Villada Hoyos, also known as Ferxxo or Feid, is a prominent Colombian singer and songwriter in urban music. Born on August 19, 1992, in Medellín, Colombia, he developed a passion for music from a young age and participated in music extension courses with his parents. Starting with the clarinet, he later shifted his focus to his voice and became a member of the University of Antioquia choir.

Since 2015, Feid has dedicated himself to singing and songwriting <a href=""https://www.last.fm/music/Feid"">Read more on Last.fm</a>","['Mora', 'Jhayco', 'Myke Towers', 'Rauw Alejandro']"
517,Luna Luna,117688,1486634,"Originally the sole project of Colombian born, Dallas bred Kavvi, Luna Luna grew into a four-piece through serendipitous meetings. Beginning his journey towards music as a 14-year-old tinkering with GarageBand on his iPhone, singer-songwriter Kavvi began recording under the Luna Luna moniker in 2017. Upon meeting Danny Bonilla after he asked him to stick around for his set at an open mic during where they shared the bill, it quickly became apparent that they felt drawn to expand into a duo. <a href=""https://www.last.fm/music/Luna+Luna"">Read more on Last.fm</a>","['Schandmaul', 'Mykey', 'Letzte Instanz', 'Subway to Sally']"
518,Kali Uchis,2276639,208181638,"Karly-Marina Loaiza, professionally known as Kali Uchis, is a Colombian-American singer-songwriter, record producer, music video director and fashion designer. She writes and produces most of her own music.

The stylistic range of left-field pop artist Kali Uchis is reflected in the variety of her collaborators – an extensive genre-crossing list that includes Tyler, the Creator, Gorillaz, Daniel Caesar, Juanes, and BadBadNotGood. A singer, songwriter <a href=""https://www.last.fm/music/Kali+Uchis"">Read more on Last.fm</a>","['SZA', 'Doja Cat', 'Victoria Monét', 'Omar Apollo']"
519,Shakira,4014950,130591833,"Shakira Isabel Mebarak Ripoll is a Colombian singer. Born and raised in Barranquilla, She made her recording debut with Sony Music Colombia at the age of 13. Following the commercial failure of her first two albums, Magia (1991) and Peligro (1993), she rose to prominence in Hispanic countries with her next albums, Pies Descalzos (1995) and Dónde Están los Ladrones? (1998). She entered the English-language market with her fifth album, Laundry Service (2001), which sold over 13 million copies worldwide. <a href=""https://www.last.fm/music/Shakira"">Read more on Last.fm</a>","['Paulina Rubio', 'Karol G', 'Belinda', 'Thalía']"
520,Elsa y elmar,99857,2119285,"Elsa Carvajal, is the brain behind this project, under the genre of spiritual Pop, projecting humanity in all its dimensions, facets, with its highs and lows in each of their compositions, Elsa and Elmar is a connection with the sounds of nature , and with ourselves, existential letters full of feeling. Life from introspection made song. <a href=""https://www.last.fm/music/Elsa+y+elmar"">Read more on Last.fm</a>",[]
521,Fusion Latina,34,70," <a href=""https://www.last.fm/music/Fusion+Latina"">Read more on Last.fm</a>",[]
522,Myke Towers,447249,15365592,"Myke Towers, whose real name is Michael Torres, is a Puerto Rican rapper and composer born on January 15, 1994 in Río Piedras, Puerto Rico. Since his teenage years, Myke Towers has been involved in the underground rap scene in Puerto Rico under the name Mike Towers, and his first compositions and freestyles were published on his SoundCloud account. He gained recognition in 2014 with songs such as ""Día de cobro"", ""Por Mí"", ""Es Normal"" and ""En los Bloques"". <a href=""https://www.last.fm/music/Myke+Towers"">Read more on Last.fm</a>","['Jhayco', 'Mora', 'Anuel AA', 'Feid']"
523,CHUWI,2473,32781,"Chuwi es una banda que se fundó en el 2019 por lxs hermanxs Willy, Lorén y Wester desde Isabela, Puerto Rico. Juntxs exploran diversos géneros para expresar los temas del luto, la esperanza y la subjetividad de ser Puertorriqueñx. <a href=""https://www.last.fm/music/CHUWI"">Read more on Last.fm</a>","['Sebimor', 'Ana Macho', 'PJ Sin Suela', 'Chango Menas']"
524,Mima,11512,93804,"	
Yarimir Cabán, MiMa, nace en Santurce, Puerto Rico. Es cantante y compositora de temas principalmente en español. La experimentación que la cantautora cultiva en los escenarios hace diversas alusiones a la música y predomina un acercamiento de carácter acústico que se puede ubicar entre el Folk, el Jazz y el Lounge. Sus composiciones son versátiles, originales y de variadas influencias destacándose entre ellas la Música Popular Brasileira (MPB) el Filin cubano y el rock (específicamente el conosureño de los ‘80). <a href=""https://www.last.fm/music/Mima"">Read more on Last.fm</a>","['Superaquello', 'Circo', 'CHUWI', 'Chango Menas']"
525,Marshmello,2018560,51524006,"(1) Chris Comstock, better known by his stage name Marshmello, was born on May 19, 1992. He is an American electronic dance music producer and DJ. He first gained international recognition by remixing songs by Jack Ü and Zedd, and later collaborated with artists including Omar LinX, Ookay, Jauz and Slushii. In January 2017, his song ""Alone"" appeared on the U.S. Billboard Hot 100 chart.
In 2018, he released ""Friends"", a collaboration with British singer Anne-Marie which peaked in the top 20 in the US. <a href=""https://www.last.fm/music/Marshmello"">Read more on Last.fm</a>","['Martin Garrix', 'The Chainsmokers', 'Alan Walker', 'Jonas Blue']"
526,HYRA,43620,463164,"Nicaraguan-born and LA-based HYRA represents a culmination of varying influences. She finds her foundation in glossy pop, before branching deeper into its electronic and funk-based predecessors throughout the previous millennium. This melting pot of sonics is then stirred, shaken, and seasoned for the modern era, ensuring audiences of new and old will find their groove. <a href=""https://www.last.fm/music/HYRA"">Read more on Last.fm</a>","['RYL0', 'Kim Petras', 'Madison Rose', 'Nova May']"
